,label,sentence
150,0,"furthermore , [EXPE] of cdk1/2 activation during the cell cycle by use of roscovitine , a specific pan cdk [E] , did not alter [GENE] phosphorylation at thr32 and ser 36 (  figure 7  ) , suggesting that [G] is a  bona fide  kinase for [G] during the cell cycle that acts independently of cdks"
151,0,"the majority of control cells congress their chromosomes on the metaphase plate within 50 min , and in contrast , over 20% of [GENE] [E] cells take longer than 200 min to achieve full [EXPE]"
152,0,"many interphase cells showed similar [E] for ps187 , but others displayed speckled [E] similar to that of mouse 10t1/2 cells [EXPE] by antiserum to phosphorylated  tetrahymena thermophila  [GENE]"
153,1,"to identify new [G] substrates relevant to chromosome dynamics , tandem affinity purification ( [G] ) of a substrate-trapping mutant of the fission yeast [G] phosphatase , [GENE] , was performed from mitotic cells , and associated proteins were identified by 2d liquid [EXPE] mass_spectrometry ( ms )"
154,1,"Hence , [GENE] [EXPE] predisposes cells toward having an elevated DNA content that is stable over time."
155,0,"as shown in figure  2g  , [E] revealed that [G] [E] enhances [E] and [GENE] interactions , thus further substantiating the gst-pulldown [EXPE] results , with gst-chip able to [E] more ar protein when incubated with hek293 cell lysates [E] with [G] ( figure  2h  )"
156,1,We [E]  [GENE]  [EXPE] into HCT116 cells and selected stable subclones with different expression levels of DAB2IP ( Figure  1A  ).
157,1,"importantly , in cells that were already in mitosis at the time of [E] addition , simultaneous [EXPE] of both [GENE] and [G] did not cause mitotic substrate dephosphorylation (  figure 6b  )"
158,1,"importantly , [E] of [GENE] [EXPE] the increase in paclitaxel-induced microtubule stabilization following [G] [E] ( fig.  5e  )"
159,0,"as predicted , antibody [EXPE] for [G] in tecs showed colocalization with γ-tubulin ( fig. [GENE] h )"
160,0,we found [G] cytoplasmic [EXPE] to be significantly associated with clinical progression to castration-resistant disease ( p<0.0001 ) (  figures 3a–d  and  table [GENE]  )
161,1,"although [E] of aurora b and plk-1 did not affect the actin cluster dynamics at all ( unpublished data ) , [GENE] [EXPE] by ro3306 (  vassilev et al. , 2006  ) resulted in the disappearance of the actin cluster , which suggests the requirement of [G] activity for the actin cluster dynamics"
162,0,fig. 9  c shows the characteristic mann ii [E] pattern of [GENE] cells [EXPE] with active mkk and wild-type [G] and the reversal with expression of [G] ( [G] ) mutant
163,0,"these observations suggest that both flfl and [G] are novel substrates of [GENE] , although we cannot rule out the possibility of the indirect [E] of some secondary phosphatase on [G] [EXPE]"
164,0,"to test the effect of drb4 over-accumulation on viral [E] , drb4 oe lines were [EXPE] with modified tobacco rattle virus ( trv-pds ) where the rna2-encoded 2b and 2c sequences were replaced by a fragment of the  arabidopsis  phytoene desaturase ( [GENE] ) gene"
165,0,"we first analyzed the effect of [G] [EXPE] on the expression of several key ciliary regulators , including centrosomal protein 110 ( [G] ) , intraflagellar transport protein 88 ( [G] ) , [GENE] , meckel syndrome 1 ( [G] ) , [G] , and [G] ( [G] ) 27 28 29 30 31"
166,1,"time-lapse [EXPE] series revealed different phases of  ag cdc14-gfp localization during the nuclear division cycle (  figure 2a  ): during interphase ,  ag [GENE] is sequestered within the nucleolus"
167,1,"thus , klp10a [E] [E] the spindle collapse caused by [GENE] [EXPE]"
168,1,cells were then [EXPE] for the endosomal marker [G] and the lysosomal marker [GENE]
169,0,"we also confirmed that the tumors formed by gli3-shr1-caski cells had sustained [G] [EXPE] as reflected by significantly reduced [GENE] mrna measured with [E] (  fig. 7g  ) , confirming that the similar tumorigenic property between the control and gli3-shr cells was not due to the loss of [G] knockdown"
170,0,"as shown in figure  2g  , [EXPE] revealed that [G] [E] enhances [E] and ar interactions , thus further substantiating the gst-pulldown [E] results , with gst-chip able to [E] more ar protein when incubated with hek293 cell lysates [E] with [GENE] ( figure  2h  )"
171,0,"to validate the [EXPE] results , we examined the interaction of endogenous [GENE] with [G] and detected pten-bound [G] in both hela cells and  [G] +/+  mefs , but not in  [G]  null cells (  fig. 3c ;  supplementary fig. 3b  )"
172,1,"[EXPE] analysis of cells at 72 h after [GENE] [E] showed similar results , also with a similar decrease in g1 and increase in g2/m phase cells ( data not shown )"
173,0,"to determine the functional significance of par6α binding to [GENE] glued  , we tested the effects of par6α [EXPE] on [G] glued  localization"
174,0,"time-lapse [EXPE] of cgns expressing phluorin-tagged [G] , an immunoglobulin superfamily adhesion molecule essential for [GENE] migration [ 47 ] , and either utrch-abd-egfp or lifeact-egfp , revealed surface [G] at punctate junctions within the leading process and in larger adhesion plaques within the neuronal soma ( figure  8 a ,d , movies in additional files  24  ,  25  ,  26  and  27  )"
175,1,"we found that treatment with the mt-stabilizing [E] taxol also decreased the percentage of cells with [G] or [GENE] [EXPE] at cs ( fig.  5b  and supplementary fig.  7c , d  )"
176,0,"in contrast , dna damage in  [G]  ( pas kinase ) [EXPE] [GENE] cells was significantly higher than  apkc  and  [G]  (  figure 3  and  s3  ) , although  [G]  showed lower levels of apoptosis"
177,1,"we first analyzed the effect of [GENE] [EXPE] on the expression of several key ciliary regulators , including centrosomal protein 110 ( [G] ) , intraflagellar transport protein 88 ( [G] ) , [G] , meckel syndrome 1 ( [G] ) , [G] , and [G] ( [G] ) 27 28 29 30 31"
178,0,"as shown in figure  2g  , [E] revealed that [G] [EXPE] enhances [GENE] and ar interactions , thus further substantiating the gst-pulldown [E] results , with gst-chip able to [E] more ar protein when incubated with hek293 cell lysates [E] with [G] ( figure  2h  )"
179,1,[EXPE] [E] of [GENE] showed that nuclear [G] was [E] upon treatment with ym155 u-266 and ina-6 cells (  suppl
180,0,"quantitative [E] in transiently [GENE] or [G] [E] hfks confirms that down-regulation of [G] , [G] and [G] occur in a tp53-dependent manner in both transiently and stably [G] [EXPE] cells ( figure  5g  and figure s13c–e )"
181,1,"to this end , we combined [G] d  degradation and a [GENE] [EXPE] , targeting both origin licensing and origin firing , the two main events necessary for initiation of dna replication"
182,1,"Therefore , [EXPE] of [GENE] or of Plk1 should have clearly opposite effects on mitosis onset , [E] of Wee1 should accelerate it while [E] of Plk1 should delay it."
183,1,We examined the sensitivity of [GENE] [EXPE]  cells to a range of DNA-damaging agents using a clonogenic survival assay.
184,0,"we found that treatment with the mt-stabilizing [EXPE] taxol also decreased the percentage of cells with [G] or [GENE] [E] at cs ( fig.  5b  and supplementary fig.  7c , d  )"
185,0,"to induce [E] of [GENE] , mda-mb-231 cells expressing h2b-mcherry were stably [E] using an [EXPE] [E] vector containing a bicistronic internal ribosome entry site ( ires ) vector with green fluorescent protein ( gfp ) and short [E] rna ( [E] ) against [G] ( shmastl ) or a scramble control ( shcontrol )"
186,0,"by [EXPE] embryos for [G] (  kirkham et al. , 2003 ;  leidel and gönczy , 2003  ) and sas-5 (  delattre et al. , 2004  ) , we quantified the levels of centrosome-associated sas-5 and [GENE] at first anaphase (  fig. 2 a ,b )"
187,0,"consistently , this helicase-deficient [GENE] k128a mutant was less efficient in forming anaphase threads when the endogenous [G] was [EXPE] (  supplementary figure s7  )"
188,0,"we first analyzed the effect of [G] [EXPE] on the expression of several key ciliary regulators , including centrosomal protein 110 ( [G] ) , intraflagellar transport protein 88 ( [G] ) , [G] , meckel syndrome 1 ( [G] ) , [GENE] , and [G] ( [G] ) 27 28 29 30 31"
189,0,"we also confirmed that the tumors formed by gli3-shr1-caski cells had sustained [G] [EXPE] as reflected by significantly reduced [G] mrna measured with [E] (  fig. 7g  ) , confirming that the similar tumorigenic property between the control and gli3-shr cells was not due to the loss of [GENE] knockdown"
190,0,"to investigate whether [G] can recognize [GENE] on histone tails , we incubated [EXPE] [G] or its truncations with micrococcal nuclease ( mnase )-digested mononucleosomes derived from hela kyoto ( hk ) cells and investigated ptm enrichment in [E] ( fig.  2c  )"
191,1,"As such , [GENE] [EXPE] were used in subsequent experiments to determine the effect of the loss of CHK1 activity on H3.3S31ph in mitotic cells."
192,0,"as shown in figure  2g  , [E] revealed that [G] [E] enhances [E] and ar interactions , thus further substantiating the gst-pulldown [EXPE] results , with gst-chip able to [E] more ar protein when incubated with hek293 cell lysates [E] with [GENE] ( figure  2h  )"
193,0,"we found that  [G]  [E] did not interfere with acquisition of the [G] [GENE] ( supplementary figure  6a–e  ) , but severely impaired multiciliogenesis , as revealed by [EXPE] and electron_microscopy ( fig.  5a–i  )"
194,0,"similarly , sirna-mediated [EXPE] of [G] from hela cells abolished the increase of [GENE] thr68 phosphorylation in mitotically synchronized cells but not in irradiated cells (  figure 1b  )"
195,0,"however , although these [EXPE] had no effect on [GENE] localization to kinetochores aligned at the metaphase plate , [G] failed to localize to the misaligned chromosomes caused by each of these perturbations (  fig. 2 f  , enlarged panels on the right )"
196,0,"two independent [E] targeting [G] were used to examine the role of [G] in the development and progression of [GENE] , with that the mrna and protein expression of [G] shown to be significantly [EXPE] by [E] and western blot analyses at 48 h post-sirna [E] (  fig. 2b and c  )"
197,1,"to induce [E] of [G] , mda-mb-231 cells expressing h2b-mcherry were stably [E] using an [E] [EXPE] vector containing a bicistronic internal ribosome entry site ( ires ) vector with green fluorescent protein ( gfp ) and short [E] rna ( [E] ) against [GENE] ( shmastl ) or a scramble control ( shcontrol )"
198,0,"neither panks nor [G] [EXPE] triggered [GENE] upregulation or similar multi-nucleation phenotypes seen with [G] [E] ( supplementary fig.  6h , i  )"
199,0,"as shown in figure  2g  , [E] revealed that [G] [E] enhances [E] and [GENE] interactions , thus further substantiating the gst-pulldown [E] results , with gst-chip able to [E] more ar protein when incubated with hek293 cell lysates [EXPE] with [G] ( figure  2h  )"
200,0,to examine whether this interaction might target [GENE] to eb1-δn2-gfp aggresomes we [E] [EXPE] cells with antibodies to [G] and gfp and examined them using confocal_microscopy
201,1,u2os cells were [E] of [GENE] by two different [EXPE] transient transfections ( supplemental figure s1b )
202,0,"quantitative [E] in transiently [G] or [G] [EXPE] hfks confirms that down-regulation of [G] , [G] and [GENE] occur in a tp53-dependent manner in both transiently and stably [G] [E] cells ( figure  5g  and figure s13c–e )"
203,0,fig. 9  c shows the characteristic mann ii [E] pattern of [G] cells [EXPE] with active mkk and wild-type [G] and the reversal with expression of [G] ( [GENE] ) mutant
204,0,"fish were then continuously exposed to the [EXPE] until zt6′ , to cover the period of increased d1 transcript expression and rapid increase in the number of brdu-positive cells , requiring cyclin-activated [GENE] kinases to move cells toward the g 1 /s checkpoint"
205,0,"this conclusion is further bolstered by the [EXPE] patterns of another anti-trf1 antibody ( c-19 , fig. s5 b ) and anti-trf2 antibody ( fig. [GENE] c ) , which show similar distributions during mitosis , although the sensitivity and specificity of the c-19 anti-trf1 antibody is less than optimal"
206,0,"neither panks nor [G] [E] triggered [GENE] upregulation or similar multi-nucleation phenotypes seen with [G] [EXPE] ( supplementary fig.  6h , i  )"
207,0,"the stage-dependent changes in the distribution of [GENE] , npcs , the nuclear lamina , isolated intranuclearlaminar vesicles and nuclear envelope invaginations were studied with [E] of zygote- to blastocyst-stageembryos [E] for chromatin ( dapi ) and [EXPE] for [G] and lamin b. we scanned and analyzed 112pronuclei/nuclei in 28 embryos"
208,0,"to further corroborate the notion that [GENE] expression levels have a negligible effect on the sensitivity to spindle poisons like taxol and vincristine , we introduced the suntag-cas9 ( [EXPE] ) system in [G] cells , which allows specific and robust transcriptional activation of genes of interest through sgrna-cas9-mediated targeting of synthetic transcriptional activators to upstream regions of transcriptional start sites ( tss ) ( figure  3a  , [ 30  ,  31 ] )"
209,1,"we also confirmed that the tumors formed by gli3-shr1-caski cells had sustained [GENE] [EXPE] as reflected by significantly reduced [G] mrna measured with [E] (  fig. 7g  ) , confirming that the similar tumorigenic property between the control and gli3-shr cells was not due to the loss of [G] knockdown"
210,0,"quantitative [EXPE] in transiently [G] or [G] [E] hfks confirms that down-regulation of [GENE] , [G] and [G] occur in a tp53-dependent manner in both transiently and stably [G] [E] cells ( figure  5g  and figure s13c–e )"
211,0,"to test this , we returned [GENE] to its hypophosphorylated , inactive state by [EXPE] of [G] and asked whether it could re-activate in mitosis in the absence of aurora b activity"
212,0,"the  [G] [EXPE]  embryos exhibited characteristic defects , including preaxial polydactyly , cardiac abnormalities and severe skeletal defects (  fig. 1 d-g ) , reminiscent of [G] features of ciliopathies and a perturbation in [GENE] signaling"
